"lon","lat","species.name"
16.003891,66.832414,"Harrimanella hypnoides"
18.157216,68.21775,"Harrimanella hypnoides"
18.200973,68.237732,"Harrimanella hypnoides"
8.055939,62.244091,"Harrimanella hypnoides"
16.292645,67.555662,"Harrimanella hypnoides"
15.440899,66.655349,"Harrimanella hypnoides"
16.146939,66.883013,"Harrimanella hypnoides"
18.888875,68.298042,"Harrimanella hypnoides"
18.268382,68.136024,"Harrimanella hypnoides"
16.328542,67.547028,"Harrimanella hypnoides"
15.005674,66.759587,"Harrimanella hypnoides"
16.022738,66.82725,"Harrimanella hypnoides"
8.486609,61.208457,"Harrimanella hypnoides"
6.306614,60.925937,"Harrimanella hypnoides"
6.732298,59.834902,"Harrimanella hypnoides"
16.078999,66.491777,"Harrimanella hypnoides"
15.948851,66.757938,"Harrimanella hypnoides"
16.170367,66.878308,"Harrimanella hypnoides"
18.220888,68.130711,"Harrimanella hypnoides"
15.434242,66.749993,"Harrimanella hypnoides"
9.429346,61.639809,"Harrimanella hypnoides"
15.798635,66.892629,"Harrimanella hypnoides"
8.918834,61.916506,"Harrimanella hypnoides"
12.193148,62.98374,"Harrimanella hypnoides"
15.819683,66.900775,"Harrimanella hypnoides"
15.443082,66.653206,"Harrimanella hypnoides"
19.179966,69.604384,"Harrimanella hypnoides"
14.641937,65.682454,"Harrimanella hypnoides"
16.062165,66.833834,"Harrimanella hypnoides"
14.7239,67.077802,"Harrimanella hypnoides"
14.721654,67.073312,"Harrimanella hypnoides"
7.043816,59.82199,"Harrimanella hypnoides"
15.596352,66.931555,"Harrimanella hypnoides"
16.288531,67.553449,"Harrimanella hypnoides"
14.550004,66.715168,"Harrimanella hypnoides"
14.626558,66.899538,"Harrimanella hypnoides"
18.359355,68.412587,"Harrimanella hypnoides"
10.76047,62.807782,"Harrimanella hypnoides"
14.057943,66.773815,"Harrimanella hypnoides"
14.745962,67.080891,"Harrimanella hypnoides"
15.116239,66.846741,"Harrimanella hypnoides"
15.120829,66.853913,"Harrimanella hypnoides"
14.925724,66.913237,"Harrimanella hypnoides"
18.599977,67.922235,"Harrimanella hypnoides"
16.028999,66.668783,"Harrimanella hypnoides"
12.1115,62.152282,"Harrimanella hypnoides"
10.014742,62.941701,"Harrimanella hypnoides"
14.558942,66.697253,"Harrimanella hypnoides"
19.002324,68.275655,"Harrimanella hypnoides"
12.360207,63.08451,"Harrimanella hypnoides"
14.243328,66.76879,"Harrimanella hypnoides"
14.365229,66.918176,"Harrimanella hypnoides"
14.541757,66.902816,"Harrimanella hypnoides"
18.555142,68.513553,"Harrimanella hypnoides"
10.781347,63.185325,"Harrimanella hypnoides"
10.002004,62.944038,"Harrimanella hypnoides"
9.995958,62.968761,"Harrimanella hypnoides"
9.988332,62.964808,"Harrimanella hypnoides"
14.439718,66.949405,"Harrimanella hypnoides"
8.811314,61.299968,"Harrimanella hypnoides"
20.587311,67.115873,"Harrimanella hypnoides"
14.69094,66.95628,"Harrimanella hypnoides"
-14.344722,64.675278,"Harrimanella hypnoides"
14.391406,66.959543,"Harrimanella hypnoides"
8.780232,61.712763,"Harrimanella hypnoides"
14.455402,65.084343,"Harrimanella hypnoides"
